CustomerKey,AltCustomerKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,DateFirstPurchase,CommuteDistance
31723,21723,Tiffany,Huang,3/9/1972 0:00,M,F,tiffany6@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,1,0,2807 10th Avenue,5/25/2004 0:00,1-2 Miles
31724,21724,Mandy,Yang,9/12/1972 0:00,S,F,mandy6@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,0,0,33 RiverRock Dr,1/13/2004 0:00,0-1 Miles
31725,21725,Gabrielle,Cannata,8/21/1972 0:00,S,F,gabrielle50@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,0,0,8607 Pineview Lane,1/13/2004 0:00,0-1 Miles
31726,21726,Morgan,Hall,8/22/1973 0:00,S,F,morgan45@adventure-works.com,40000,0,Graduate Degree,Skilled Manual,0,0,4387 Treat Blvd,1/15/2004 0:00,0-1 Miles
31727,21727,Arianna,Flores,6/24/1973 0:00,M,F,arianna10@adventure-works.com,40000,0,Graduate Degree,Skilled Manual,1,0,4082 Shell Ct,7/30/2001 0:00,1-2 Miles
31728,21728,Madison,Harris,7/9/1973 0:00,S,F,madison14@adventure-works.com,40000,0,Graduate Degree,Skilled Manual,1,0,1268 Joseph Ave,5/3/2004 0:00,1-2 Miles
31729,21729,Alexandria,Morgan,7/11/1973 0:00,S,F,alexandria35@adventure-works.com,40000,1,Graduate Degree,Skilled Manual,1,0,651 Bridgeview St,3/29/2004 0:00,1-2 Miles
31730,21730,Noah,Campbell,4/20/1973 0:00,M,M,noah34@adventure-works.com,40000,1,Graduate Degree,Skilled Manual,1,0,573 Willow Creek Ct.,6/6/2004 0:00,1-2 Miles
31731,21731,Alexandra,Diaz,7/25/1973 0:00,M,F,alexandra43@adventure-works.com,40000,1,Graduate Degree,Skilled Manual,1,0,3255 Marsh Elder,6/22/2004 0:00,1-2 Miles
31732,21732,Ian,Johnson,10/24/1972 0:00,S,M,ian2@adventure-works.com,50000,1,Graduate Degree,Skilled Manual,1,0,9500 Normal Avenue,4/16/2004 0:00,1-2 Miles
31733,21733,Ian,Simmons,11/4/1971 0:00,S,M,ian55@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,1,0,9512 C. Mt. Hood,6/17/2004 0:00,1-2 Miles
31734,21734,Grace,Garcia,8/2/1971 0:00,M,F,grace16@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,1,0,4421 Alderwood Lane,7/9/2004 0:00,1-2 Miles
31735,21735,Grace,Diaz,4/25/1971 0:00,M,F,grace68@adventure-works.com,70000,1,Graduate Degree,Skilled Manual,1,0,6194 Via Maria,6/29/2004 0:00,0-1 Miles
31736,21736,Thomas,Thompson,4/24/1971 0:00,M,M,thomas77@adventure-works.com,70000,1,Graduate Degree,Skilled Manual,0,0,1553 Fairfield Ave.,5/19/2004 0:00,0-1 Miles
31737,21737,Timothy,Rivera,8/19/1962 0:00,S,M,timothy18@adventure-works.com,10000,1,Graduate Degree,Manual,1,0,"4, quai de Grenelle",5/6/2004 0:00,0-1 Miles
31738,21738,Francis,Alonso,9/18/1962 0:00,M,M,francis5@adventure-works.com,20000,1,Graduate Degree,Clerical,1,0,2062 Woodruff Lane,6/6/2004 0:00,0-1 Miles
31739,21739,Dale,Rai,8/21/1962 0:00,S,M,dale15@adventure-works.com,20000,1,Graduate Degree,Clerical,1,0,8609 Camino Peral,10/6/2003 0:00,0-1 Miles
31740,21740,Taylor,Walker,10/26/1962 0:00,M,F,taylor69@adventure-works.com,20000,1,Graduate Degree,Clerical,1,0,3274 Corrinne Court,7/17/2004 0:00,0-1 Miles
31741,21741,Alexa,Sanders,6/14/1956 0:00,M,F,alexa3@adventure-works.com,70000,3,Partial College,Professional,1,2,1133 Fillet Ave,7/25/2001 0:00,5-10 Miles
31742,21742,Katelyn,Cox,11/15/1965 0:00,M,F,katelyn9@adventure-works.com,90000,4,Partial College,Professional,1,3,8754 San Marino Ct,10/31/2003 0:00,2-5 Miles
31743,21743,Theresa,Rubio,10/21/1965 0:00,M,F,theresa17@adventure-works.com,110000,2,Bachelors,Management,1,4,4777 Rockne Drive,10/31/2003 0:00,2-5 Miles
31744,21744,Emma,Perry,3/18/1965 0:00,M,F,emma54@adventure-works.com,110000,3,Bachelors,Management,1,4,2685 Keith Court,4/1/2004 0:00,2-5 Miles
31745,21745,Isabel,Foster,8/2/1964 0:00,S,F,isabel15@adventure-works.com,80000,4,Bachelors,Management,1,0,2594 Benton Street,2/11/2004 0:00,2-5 Miles
31746,21746,Xavier,Hernandez,3/16/1962 0:00,M,M,xavier24@adventure-works.com,40000,3,High School,Skilled Manual,1,2,144 Santa Monica,5/24/2004 0:00,2-5 Miles
31747,21747,Derrick,Munoz,4/16/1962 0:00,M,M,derrick7@adventure-works.com,70000,1,Bachelors,Professional,1,1,266 H Street,9/1/2003 0:00,2-5 Miles
31748,21748,Wyatt,Harris,10/25/1962 0:00,S,M,wyatt14@adventure-works.com,70000,1,Bachelors,Professional,0,1,7646 Strasbourg Lane,9/5/2003 0:00,0-1 Miles
31749,21749,Ashley,Williams,2/25/1942 0:00,S,F,ashley2@adventure-works.com,50000,4,Bachelors,Management,0,2,805 Rainier Dr.,5/27/2004 0:00,1-2 Miles
31750,21750,Carlos,Reed,10/9/1942 0:00,M,M,carlos23@adventure-works.com,60000,3,Graduate Degree,Management,1,2,4003 Woodcrest Dr,10/4/2003 0:00,10+ Miles
31751,21751,Logan,Jackson,11/10/1942 0:00,M,M,logan63@adventure-works.com,60000,3,Graduate Degree,Management,1,2,7223 Brush Creek Court,2/24/2004 0:00,1-2 Miles
31752,21752,Rafael,Li,4/4/1942 0:00,M,M,rafael3@adventure-works.com,60000,3,Graduate Degree,Management,1,2,5860 Rock Creek Pl.,6/7/2004 0:00,10+ Miles
31753,21753,Morgan,Robinson,11/22/1942 0:00,M,F,morgan39@adventure-works.com,70000,5,Bachelors,Management,1,2,4468 Arleda Lane,11/1/2003 0:00,1-2 Miles
31754,21754,Kaitlyn,Lopez,10/9/1942 0:00,M,F,kaitlyn19@adventure-works.com,70000,5,Bachelors,Management,0,2,3141 Gingham Way,3/19/2004 0:00,1-2 Miles
31755,21755,Lucas,White,3/24/1943 0:00,M,M,lucas26@adventure-works.com,70000,5,Bachelors,Management,1,2,2581 Browse Ct,4/17/2004 0:00,1-2 Miles
31756,21756,Allison,Carter,11/24/1943 0:00,M,F,allison33@adventure-works.com,80000,5,Bachelors,Management,0,2,7535 Hoover Court,9/2/2003 0:00,1-2 Miles
31757,21757,Elijah,Wang,9/12/1943 0:00,M,M,elijah26@adventure-works.com,80000,5,Bachelors,Management,1,2,7614 Inez Ave,7/26/2004 0:00,5-10 Miles
31758,21758,Patricia,Malhotra,2/22/1944 0:00,M,F,patricia10@adventure-works.com,40000,4,High School,Professional,1,2,42 Longview Road,4/15/2004 0:00,10+ Miles
31759,21759,Jennifer,Moore,4/20/1944 0:00,M,F,jennifer36@adventure-works.com,40000,4,High School,Professional,1,2,2802 Clayton Way,6/18/2004 0:00,10+ Miles
31760,21760,Margaret,She,10/18/1944 0:00,M,F,margaret28@adventure-works.com,40000,4,High School,Professional,1,2,6480 Croyden Dr.,4/7/2004 0:00,10+ Miles
31761,21761,Makayla,Sanders,8/16/1944 0:00,S,F,makayla3@adventure-works.com,70000,4,Bachelors,Management,1,2,9383 Ten Penny Lane,1/17/2004 0:00,10+ Miles
31762,21762,Andrea,Hernandez,8/25/1944 0:00,M,F,andrea40@adventure-works.com,70000,4,Bachelors,Management,1,2,3223 Contra Costa Blvd.,8/4/2003 0:00,1-2 Miles
31763,21763,Madison,Brown,9/11/1945 0:00,M,F,madison4@adventure-works.com,40000,5,High School,Professional,0,2,1949 M St.,5/17/2004 0:00,2-5 Miles
31764,21764,Nathan,Smith,4/8/1945 0:00,M,M,nathan54@adventure-works.com,40000,5,High School,Professional,1,2,6577 Hillcrest Ave,9/25/2003 0:00,10+ Miles
31765,21765,Nathaniel,Kelly,8/15/1945 0:00,M,M,nathaniel3@adventure-works.com,40000,5,High School,Professional,0,3,6154 Geneva Ave.,12/10/2003 0:00,2-5 Miles
31766,21766,Jesse,Baker,5/26/1945 0:00,M,M,jesse32@adventure-works.com,70000,4,Bachelors,Management,1,2,965 Esperanza Drive,9/11/2003 0:00,10+ Miles
31767,21767,Mariah,Ramirez,6/13/1946 0:00,M,F,mariah31@adventure-works.com,70000,5,Bachelors,Management,1,3,5308 Greenbrook Dr,2/4/2004 0:00,10+ Miles
31768,21768,Cole,Watson,8/22/1946 0:00,S,M,cole1@adventure-works.com,70000,5,Bachelors,Management,1,3,601 Asilomar Dr.,7/1/2001 0:00,10+ Miles
31769,21769,Michele,Rubio,4/15/1946 0:00,S,F,michele54@adventure-works.com,70000,5,Bachelors,Management,0,3,8192 Seagull Court,9/4/2003 0:00,2-5 Miles
31770,21770,Brandon,Thomas,8/11/1946 0:00,M,M,brandon31@adventure-works.com,60000,4,Bachelors,Management,1,2,6155 Hawkridge Terr.,1/20/2004 0:00,10+ Miles
31771,21771,Sheena,Shen,12/10/1946 0:00,M,F,sheena2@adventure-works.com,60000,4,Bachelors,Management,1,2,2109 Harvey Way,1/12/2004 0:00,10+ Miles
31772,21772,Sarah,Patterson,2/16/1946 0:00,M,F,sarah35@adventure-works.com,60000,4,Bachelors,Management,1,2,2073 Santa Fe Dr.,3/24/2004 0:00,10+ Miles
31773,21773,Alyssa,Rogers,6/21/1946 0:00,M,F,alyssa27@adventure-works.com,60000,4,Bachelors,Management,1,2,4228 Pacheco St.,11/28/2003 0:00,2-5 Miles
31774,21774,Brian,James,6/22/1947 0:00,M,M,brian11@adventure-works.com,70000,2,Partial College,Professional,1,1,9822 Pepper Dr.,6/14/2004 0:00,10+ Miles
31775,21775,Sean,Ramirez,4/23/1947 0:00,S,M,sean14@adventure-works.com,70000,2,Partial College,Professional,1,1,7823 Joan Ave.,10/2/2003 0:00,10+ Miles
31776,21776,Daniel,Thompson,9/4/1947 0:00,M,M,daniel5@adventure-works.com,70000,2,Partial College,Professional,1,1,8879 Greystone Drive,11/3/2003 0:00,10+ Miles
31777,21777,Emily,Gonzales,6/22/1947 0:00,M,F,emily42@adventure-works.com,70000,2,Partial College,Professional,1,1,4471 Ryan Court,5/27/2004 0:00,2-5 Miles
31778,21778,Louis,Shen,5/4/1947 0:00,M,M,louis19@adventure-works.com,70000,2,Partial College,Professional,1,1,9014 Brownstone Rd.,4/20/2004 0:00,2-5 Miles
31779,21779,Maurice,Black,10/5/1947 0:00,S,M,maurice21@adventure-works.com,70000,2,Partial College,Professional,1,1,1950 Crown Court,6/21/2004 0:00,10+ Miles
31780,21780,Pedro,Gonzalez,2/23/1947 0:00,M,M,pedro18@adventure-works.com,70000,2,Partial College,Professional,1,1,4705 Silverberry Court,10/8/2003 0:00,2-5 Miles
31781,21781,Jared,Rivera,6/22/1947 0:00,M,M,jared18@adventure-works.com,60000,5,Bachelors,Management,1,3,2096 Trinity Ave.,5/7/2004 0:00,10+ Miles
31782,21782,Blake,Martin,8/16/1948 0:00,S,M,blake14@adventure-works.com,40000,2,High School,Professional,1,2,8040 Erie Dr,10/30/2003 0:00,10+ Miles
31783,21783,Kate,Goel,10/19/1948 0:00,S,F,kate16@adventure-works.com,40000,2,High School,Professional,1,2,8756 Nottingham Pl.,8/29/2003 0:00,10+ Miles
31784,21784,Mackenzie,Hernandez,10/5/1948 0:00,S,F,mackenzie39@adventure-works.com,60000,2,Partial College,Professional,1,1,7866 Northridge Ct.,11/15/2003 0:00,10+ Miles
31785,21785,Tabitha,Rodriguez,5/11/1948 0:00,S,F,tabitha16@adventure-works.com,60000,2,Partial College,Professional,0,2,750 Cataline Avenue,5/25/2004 0:00,2-5 Miles
31786,21786,Alexis,Bennett,7/2/1948 0:00,M,F,alexis23@adventure-works.com,60000,2,Bachelors,Management,1,0,6753 Mines Road,3/1/2004 0:00,10+ Miles
31787,21787,Rebecca,Allen,11/15/1948 0:00,M,F,rebecca24@adventure-works.com,60000,2,Bachelors,Management,1,0,6220 Boxer Blvd,8/23/2003 0:00,10+ Miles
31788,21788,Spencer,Barnes,5/4/1948 0:00,M,M,spencer4@adventure-works.com,60000,2,Bachelors,Management,1,0,9613 Smoking Tree Court,5/29/2004 0:00,2-5 Miles
31789,21789,Lauren,Griffin,6/25/1948 0:00,M,F,lauren67@adventure-works.com,60000,2,Bachelors,Management,1,0,6657 Camino Solano,11/8/2003 0:00,10+ Miles
31790,21790,James,Diaz,2/24/1948 0:00,M,M,james37@adventure-works.com,60000,2,Bachelors,Management,1,0,4397 Lakewood Court,12/11/2003 0:00,10+ Miles
31791,21791,Richard,Price,12/19/1948 0:00,M,M,richard56@adventure-works.com,70000,4,Bachelors,Management,1,2,2064 Trafalgar Circle,9/30/2003 0:00,1-2 Miles
31792,21792,Cassidy,Butler,6/13/1949 0:00,M,F,cassidy15@adventure-works.com,60000,2,Partial College,Professional,1,2,80 San Remo Ct,6/2/2004 0:00,10+ Miles
31793,21793,Kaylee,Scott,8/24/1949 0:00,M,F,kaylee36@adventure-works.com,60000,2,Partial College,Professional,1,2,2229 Pinehurst Court,5/29/2004 0:00,2-5 Miles
31794,21794,Alyssa,James,9/15/1949 0:00,M,F,alyssa42@adventure-works.com,60000,2,Partial College,Professional,0,0,9371 Corte Del Sol,5/4/2004 0:00,2-5 Miles
31795,21795,Tristan,Bennett,1/22/1949 0:00,S,M,tristan1@adventure-works.com,70000,4,Partial College,Professional,1,2,868 Aspen Dr.,9/13/2003 0:00,10+ Miles
31796,21796,Emma,Ward,4/10/1950 0:00,M,F,emma39@adventure-works.com,40000,2,Partial High School,Skilled Manual,1,2,4313 Camby Rd.,2/19/2004 0:00,2-5 Miles
31797,21797,Kelvin,Gao,9/25/1950 0:00,M,M,kelvin33@adventure-works.com,60000,2,Partial College,Professional,1,2,1947 Sepulveda Ct,5/6/2004 0:00,2-5 Miles
31798,21798,Jade,Sanders,9/25/1950 0:00,M,F,jade2@adventure-works.com,60000,2,Partial College,Professional,1,2,1947 Serene Ct,5/14/2004 0:00,2-5 Miles
31799,21799,Angel,Cook,9/27/1950 0:00,M,M,angel20@adventure-works.com,60000,2,Partial College,Professional,1,2,5665 Maywood Lane,1/31/2004 0:00,10+ Miles
31800,21800,Heidi,Raman,9/19/1950 0:00,M,F,heidi14@adventure-works.com,60000,2,Partial College,Professional,1,1,6975 Olivera Road,3/7/2004 0:00,2-5 Miles
31801,21801,Kaylee,Cooper,10/15/1950 0:00,M,F,kaylee14@adventure-works.com,70000,4,Partial College,Professional,1,1,6335 Benita Way,2/6/2004 0:00,1-2 Miles
31802,21802,Lucas,Roberts,4/20/1950 0:00,M,M,lucas5@adventure-works.com,80000,3,Bachelors,Management,1,1,805 Stonyhill Circle,10/3/2003 0:00,5-10 Miles
31803,21803,Emily,Thomas,9/22/1951 0:00,M,F,emily11@adventure-works.com,40000,2,Partial High School,Skilled Manual,1,3,1172 Flamingo Dr.,4/28/2004 0:00,10+ Miles
31804,21804,Brooke,Cook,8/11/1951 0:00,M,F,brooke19@adventure-works.com,60000,2,High School,Professional,1,2,8519 Crivello Ave.,1/25/2004 0:00,10+ Miles
31805,21805,Lucas,Russell,4/18/1951 0:00,M,M,lucas67@adventure-works.com,60000,2,Partial College,Professional,1,1,2133 Turner Dr.,10/17/2003 0:00,2-5 Miles
31806,21806,Kelvin,Xie,2/3/1951 0:00,S,M,kelvin0@adventure-works.com,60000,2,Partial College,Professional,1,2,2356 Shady Ln.,3/14/2004 0:00,10+ Miles
31807,21807,Amanda,Campbell,11/2/1951 0:00,M,F,amanda50@adventure-works.com,60000,2,Partial College,Professional,0,2,9716 Holiday Hills Drive,5/16/2004 0:00,2-5 Miles
31808,21808,Amanda,Green,2/20/1951 0:00,M,F,amanda57@adventure-works.com,60000,2,Partial College,Professional,1,2,2870 Park Glenn,5/4/2004 0:00,2-5 Miles
31809,21809,Sydney,Thompson,10/5/1951 0:00,M,F,sydney77@adventure-works.com,60000,2,Partial College,Professional,1,2,973 Marvello Lane,4/13/2004 0:00,10+ Miles
31810,21810,Justin,Miller,12/18/1951 0:00,M,M,justin37@adventure-works.com,70000,4,Partial College,Professional,1,2,2759 Dies Dorados,9/2/2003 0:00,10+ Miles
31811,21811,Olivia,Williams,2/12/1952 0:00,M,F,olivia2@adventure-works.com,70000,2,Partial High School,Skilled Manual,1,3,9264 Claudia Drive,5/30/2004 0:00,10+ Miles
31812,21812,Adrian,Bailey,1/5/1952 0:00,M,M,adrian16@adventure-works.com,60000,2,High School,Professional,0,2,6894 Oeffler Ln.,5/16/2004 0:00,2-5 Miles
31813,21813,Dalton,Brown,9/2/1952 0:00,M,M,dalton4@adventure-works.com,60000,2,High School,Professional,0,2,1471 Michigan Blvd.,8/18/2001 0:00,2-5 Miles
31814,21814,Noah,Edwards,3/24/1952 0:00,M,M,noah28@adventure-works.com,60000,2,High School,Professional,1,2,2246 Breaker Dr.,1/11/2004 0:00,10+ Miles
31815,21815,Gabrielle,Green,5/5/1952 0:00,S,F,gabrielle57@adventure-works.com,60000,2,High School,Professional,1,2,4925 Mariposa Ct.,10/7/2003 0:00,10+ Miles
31816,21816,Jackson,Roberts,7/20/1958 0:00,S,M,jackson34@adventure-works.com,130000,2,Bachelors,Management,0,4,Lindenalle 6424,1/2/2004 0:00,0-1 Miles
31817,21817,Jerome,Carlson,4/9/1958 0:00,M,M,jerome17@adventure-works.com,160000,1,Partial College,Professional,1,4,8684 Military East,4/28/2004 0:00,5-10 Miles
31818,21818,Willie,Chander,10/24/1957 0:00,M,M,willie35@adventure-works.com,110000,2,Partial College,Professional,1,3,"126, rue Maillard",11/3/2003 0:00,5-10 Miles
31819,21819,Chloe,Howard,11/2/1957 0:00,M,F,chloe57@adventure-works.com,110000,2,Partial College,Professional,1,3,"2, rue Pierre-Demoulin",9/10/2003 0:00,5-10 Miles
31820,21820,Priscilla,Nath,6/11/1957 0:00,M,F,priscilla17@adventure-works.com,110000,2,Partial College,Professional,1,3,"828, rue de Berri",2/10/2004 0:00,5-10 Miles
31821,21821,Clayton,Tang,5/22/1957 0:00,S,M,clayton24@adventure-works.com,120000,2,High School,Professional,1,4,Pappelallee 622,1/28/2004 0:00,5-10 Miles
31822,21822,Gregory,Yuan,2/26/1957 0:00,S,M,gregory11@adventure-works.com,170000,4,Bachelors,Management,0,3,6437 Brookview Dr.,11/28/2003 0:00,0-1 Miles
31823,21823,Lacey,She,3/9/1956 0:00,S,F,lacey36@adventure-works.com,120000,3,High School,Professional,1,4,Bundesallee 95,3/28/2004 0:00,5-10 Miles
31824,21824,Warren,She,7/3/1956 0:00,M,M,warren36@adventure-works.com,150000,2,High School,Professional,1,3,4429 Deermeadow Way,6/12/2004 0:00,5-10 Miles
31825,21825,Randy,Zhou,11/19/1955 0:00,M,M,randy10@adventure-works.com,110000,3,Partial College,Professional,1,4,Krönerweg 9796,7/1/2004 0:00,5-10 Miles
31826,21826,Abigail,Russell,7/10/1955 0:00,M,F,abigail45@adventure-works.com,120000,2,Partial High School,Professional,1,4,Am Grossen Dern 9824,5/17/2004 0:00,10+ Miles
31827,21827,Mallory,Gutierrez,1/7/1955 0:00,M,F,mallory18@adventure-works.com,130000,3,Partial College,Professional,1,3,Hunzinger Allee 675,6/21/2004 0:00,0-1 Miles
31828,21828,Megan,Gonzales,2/2/1955 0:00,S,F,megan65@adventure-works.com,130000,3,Partial College,Professional,0,3,Klara Straße 2465,6/13/2004 0:00,0-1 Miles
31829,21829,Carolyn,Rana,1/18/1955 0:00,M,F,carolyn10@adventure-works.com,170000,3,High School,Professional,0,4,5119 Valley Run,4/14/2004 0:00,5-10 Miles
31830,21830,Briana,Alonso,10/17/1955 0:00,M,F,briana8@adventure-works.com,170000,3,High School,Professional,1,2,5493 Gonzalez Ct,12/12/2003 0:00,5-10 Miles
31831,21831,Yolanda,Anand,9/3/1954 0:00,M,F,yolanda21@adventure-works.com,80000,3,Partial College,Professional,1,1,"421, rue de Terre Neuve",4/8/2004 0:00,10+ Miles
31832,21832,Pedro,Gill,4/27/1944 0:00,M,M,pedro34@adventure-works.com,80000,5,Bachelors,Management,1,2,"8482, rue des Grands Champs",7/18/2004 0:00,10+ Miles
31833,21833,Terrance,Gonzalez,6/19/1944 0:00,S,M,terrance16@adventure-works.com,90000,5,Partial College,Professional,0,2,Marienplatz 33651,6/11/2004 0:00,2-5 Miles
31834,21834,Jillian,Mehta,8/7/1944 0:00,M,F,jillian14@adventure-works.com,90000,5,Partial College,Professional,1,2,Helsenbergbogen 2,4/4/2004 0:00,10+ Miles
31835,21835,Susan,Sun,4/22/1944 0:00,M,F,susan23@adventure-works.com,120000,4,Bachelors,Management,1,4,Marienplatz 46464,6/11/2004 0:00,10+ Miles
31836,21836,Kristi,Raman,7/11/1944 0:00,M,F,kristi29@adventure-works.com,120000,4,Bachelors,Management,1,4,Celler Weg 14,1/27/2004 0:00,5-10 Miles
31837,21837,Megan,Alexander,7/24/1945 0:00,M,F,megan66@adventure-works.com,80000,5,Partial College,Professional,0,2,Auf dem Ufer 224,7/7/2004 0:00,2-5 Miles
31838,21838,Gerald,Ruiz,9/2/1945 0:00,M,M,gerald10@adventure-works.com,90000,5,Partial College,Professional,1,2,Hochstr 2777,12/13/2003 0:00,10+ Miles
31839,21839,Billy,Diaz,10/20/1945 0:00,M,M,billy4@adventure-works.com,110000,3,Bachelors,Management,1,4,851 Solano Drive,2/28/2004 0:00,10+ Miles
31840,21840,Stacey,Ma,11/9/1945 0:00,M,F,stacey17@adventure-works.com,130000,4,Partial College,Professional,1,4,6212 Alpine Drive,8/6/2003 0:00,5-10 Miles
31841,21841,Lindsay,Nath,6/12/1945 0:00,M,F,lindsay18@adventure-works.com,160000,3,Bachelors,Management,1,4,2152 Zartop Street,1/20/2004 0:00,5-10 Miles
31842,21842,Neil,Navarro,11/14/1946 0:00,M,M,neil9@adventure-works.com,100000,3,Bachelors,Management,1,1,Viktoria-Luise-Platz 442,3/16/2004 0:00,10+ Miles
31843,21843,Erica,He,10/3/1946 0:00,S,F,erica17@adventure-works.com,110000,3,Bachelors,Management,1,4,Buergermeister-ulrich-str 433,10/8/2003 0:00,10+ Miles
31844,21844,James,Long,4/7/1954 0:00,M,M,james25@adventure-works.com,80000,4,Partial College,Professional,1,1,Residenz Straße 944,1/29/2004 0:00,2-5 Miles
31845,21845,Cameron,Miller,5/3/1954 0:00,M,M,cameron46@adventure-works.com,100000,3,High School,Professional,0,3,"877, avenue de Villiers",9/30/2003 0:00,2-5 Miles
31846,21846,Kevin,Patterson,11/9/1954 0:00,M,M,kevin13@adventure-works.com,110000,3,Partial College,Professional,1,4,Charlottenstr 844,9/16/2003 0:00,10+ Miles
31847,21847,Dominic,Madan,5/26/1954 0:00,S,M,dominic7@adventure-works.com,130000,4,High School,Professional,0,1,9680 Hungry Road,1/25/2004 0:00,0-1 Miles
31848,21848,Jerry,Raje,1/27/1953 0:00,M,M,jerry15@adventure-works.com,130000,4,Partial College,Professional,0,2,5023 Orangewood Court,12/17/2003 0:00,10+ Miles
31849,21849,Todd,Chow,1/13/1952 0:00,M,M,todd4@adventure-works.com,80000,4,Partial College,Professional,1,2,"2408, rue Maillard",9/23/2003 0:00,10+ Miles
31850,21850,Bruce,Subram,9/14/1951 0:00,M,M,bruce12@adventure-works.com,80000,4,High School,Professional,0,3,"215, avenue du Québec",3/26/2004 0:00,2-5 Miles
31851,21851,Stuart,Railson,9/7/1951 0:00,M,M,stuart3@adventure-works.com,90000,4,High School,Professional,1,2,Karl Liebknecht str 299,9/26/2003 0:00,10+ Miles
31852,21852,Eduardo,Johnson,8/2/1951 0:00,M,M,eduardo1@adventure-works.com,90000,4,High School,Professional,1,3,Hochstr 8444,2/13/2004 0:00,2-5 Miles
31853,21853,Stacy,Gutierrez,1/18/1951 0:00,M,F,stacy11@adventure-works.com,100000,3,Partial College,Professional,0,4,Lützowplatz 4642,3/3/2004 0:00,5-10 Miles
31854,21854,Theresa,Schmidt,3/21/1951 0:00,M,F,theresa16@adventure-works.com,130000,4,High School,Professional,1,3,3083 Boatwright Dr.,5/2/2004 0:00,10+ Miles
31855,21855,Paula,Martin,8/12/1951 0:00,M,F,paula3@adventure-works.com,170000,0,Partial College,Management,0,4,9424 Athens Circle,2/20/2004 0:00,10+ Miles
31856,21856,Emmanuel,Sanchez,5/11/1950 0:00,M,M,emmanuel18@adventure-works.com,120000,4,Partial College,Management,0,3,4837 Melrose Place,4/22/2004 0:00,10+ Miles
31857,21857,Jay,Dominguez,1/20/1950 0:00,S,M,jay42@adventure-works.com,150000,4,Bachelors,Management,0,3,6928 Woodland Drive,7/28/2003 0:00,0-1 Miles
31858,21858,Curtis,Lin,8/15/1949 0:00,S,M,curtis7@adventure-works.com,160000,4,High School,Management,0,4,5004 Mazatlan,7/24/2003 0:00,0-1 Miles
31859,21859,Monica,Kim,8/16/1948 0:00,S,F,monica1@adventure-works.com,70000,5,Partial High School,Skilled Manual,1,3,"6, rue Philibert-Delorme",2/19/2004 0:00,10+ Miles
31860,21860,Jacquelyn,Gill,1/11/1948 0:00,M,F,jacquelyn14@adventure-works.com,80000,5,High School,Management,1,4,"75, rue de Cambrai",2/4/2004 0:00,5-10 Miles
31861,21861,Kari,Romero,10/26/1948 0:00,M,F,kari29@adventure-works.com,90000,4,High School,Management,1,3,"2, rue de Fontfroide",8/4/2003 0:00,10+ Miles
31862,21862,Michele,Prasad,9/4/1948 0:00,M,F,michele24@adventure-works.com,90000,4,High School,Management,1,3,"10, avenue du Port",11/24/2003 0:00,10+ Miles
31863,21863,Shawna,Anand,8/22/1948 0:00,S,F,shawna21@adventure-works.com,90000,4,Partial High School,Skilled Manual,1,4,Hans-Rosenthal-Platz 502,10/10/2003 0:00,10+ Miles
31864,21864,Martin,Lopez,10/22/1948 0:00,S,M,martin21@adventure-works.com,100000,3,High School,Management,1,4,6536 Diver Way,12/30/2003 0:00,10+ Miles
31865,21865,Kathryn,Andersen,11/22/1948 0:00,M,F,kathryn11@adventure-works.com,130000,5,High School,Management,1,4,6999 Indianhead Ct.,12/1/2003 0:00,10+ Miles
31866,21866,Shannon,Zhu,2/21/1947 0:00,M,F,shannon13@adventure-works.com,80000,5,Partial High School,Skilled Manual,0,2,"6, rue des Vendangeurs",4/25/2004 0:00,5-10 Miles
31867,21867,Michael,Ruggiero,11/14/1947 0:00,M,M,michael23@adventure-works.com,90000,5,Partial High School,Skilled Manual,1,2,"5501, rue Lauriston",3/12/2004 0:00,10+ Miles
31868,21868,Aimee,Ma,2/3/1947 0:00,M,F,aimee11@adventure-works.com,100000,3,High School,Management,1,4,Am Karlshof 8368,8/9/2003 0:00,10+ Miles
31869,21869,Tina,Prasad,10/10/1947 0:00,M,F,tina11@adventure-works.com,100000,3,Partial High School,Professional,1,4,Karl Liebknecht str 399,6/3/2004 0:00,5-10 Miles
31870,21870,Jenny,Raji,9/4/1947 0:00,M,F,jenny44@adventure-works.com,130000,5,Partial High School,Professional,1,4,8325 Newcastle Rd,5/17/2004 0:00,10+ Miles
31871,21871,Devin,Adams,11/5/1976 0:00,S,M,devin29@adventure-works.com,60000,0,Bachelors,Professional,1,3,8590 High Maple Court,6/6/2004 0:00,10+ Miles
31872,21872,Alisha,Lal,12/1/1975 0:00,S,F,alisha33@adventure-works.com,60000,0,Bachelors,Professional,0,4,9039 North Spoonwood Court,3/20/2004 0:00,2-5 Miles
31873,21873,Kellie,Navarro,8/3/1975 0:00,M,F,kellie8@adventure-works.com,70000,0,Bachelors,Professional,1,2,1164 Augustine Drive,9/24/2002 0:00,10+ Miles
